id,serial,field,old_value,new_value,changed_at,source,site
831,AME31LC000P38XC0A26QG2001,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
832,AME31LC000P38XC0A26QG2001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
833,JYZZEAABCJEBB0GSK,location,"",25.3.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
834,JYZZEAABCJEBB0GSK,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
835,AMD61LC000N9RRC0A21QE0102,location,"",30.6.5,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
836,AMD61LC000N9RRC0A21QE0102,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
837,AMD61LC000N7CAC0A21QE0101,location,"",31.2.5,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
838,AMD61LC000N7CAC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
839,AMD61LC000N7FHC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
840,AMD61LC000N7FHC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
841,AME31LC000P6YGC0A26QG2503,location,"",2.2.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
842,AME31LC000P6YGC0A26QG2503,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
843,AMD61LC000L5SCC0A21SQ1001,location,"",23.12.5,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
844,AMD61LC000L5SCC0A21SQ1001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
845,AMD61LC000N7GUC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
846,AMD61LC000N7GUC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
847,JYZZEAABCJEBB0G3X,location,"",25.3.3,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
848,JYZZEAABCJEBB0G3X,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
849,AME31LC000P1L6C0A26QG1605,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
850,AME31LC000P1L6C0A26QG1605,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
851,AME31LC000P7Z8C0A26QG2702,location,"",32.2.11,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
852,AME31LC000P7Z8C0A26QG2702,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
853,AME31LC000P4UPC0A26QG2101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
854,AME31LC000P4UPC0A26QG2101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
855,AME31LC000P2Z6C0A26QG1901,location,"",2.2.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
856,AME31LC000P2Z6C0A26QG1901,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
857,AMD61LC000N75WC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
858,AMD61LC000N75WC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
859,AMD61LC000N8F3C2A21QE0206,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
860,AMD61LC000N8F3C2A21QE0206,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
861,AMD61LC000N7FCC0A21QE0101,location,"",24.5.11,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
862,AMD61LC000N7FCC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
863,AME31LC000P71AC0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
864,AME31LC000P71AC0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
865,JYZZEAABCJEBB0EMA,location,"",25.3.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
866,JYZZEAABCJEBB0EMA,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
867,AMD61LC000N73MC0A21QE0101,location,"",1.5.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
868,AMD61LC000N73MC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
869,AMD61LC000N79MC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
870,AMD61LC000N79MC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
871,JYZZEAABCJFBH0DEM,location,"",25.3.9,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
872,JYZZEAABCJFBH0DEM,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
873,JYZZEABBCJFBH0AY3,location,"",48.3.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
874,JYZZEABBCJFBH0AY3,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
875,AMD61LC000N7FVC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
876,AMD61LC000N7FVC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
877,AMD61LC000N7EEC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
878,AMD61LC000N7EEC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
879,AMD61LC000N8E5C2A21QE0206,location,"",15.1.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
880,AMD61LC000N8E5C2A21QE0206,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
881,AME31LC000P74BC0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
882,AME31LC000P74BC0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
883,AMD61LC000N7FQC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
884,AMD61LC000N7FQC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
885,AMD61LC000N7CEC0A21QE0101,location,"",27.12.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
886,AMD61LC000N7CEC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
887,AMD61LC000L5SDC0A21SQ1001,location,"",22.1.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
888,AMD61LC000L5SDC0A21SQ1001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
889,AME31LC000P74TC0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
890,AME31LC000P74TC0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
891,AMD61LC000N7DLC0A21QE0101,location,"",20.12.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
892,AMD61LC000N7DLC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
893,AMD61LC000L5TEC0A21SQ1001,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
894,AMD61LC000L5TEC0A21SQ1001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
895,AMD61LC000N7CFC0A21QE0101,location,"",1.1.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
896,AMD61LC000N7CFC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
897,JYZZEAABCJEBB0KX3,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
898,JYZZEAABCJEBB0KX3,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
899,AMD61LC000N793C0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
900,AMD61LC000N793C0A21QE0101,latest_status,"","Repaired - Avalon","2026-08-14 03:37:15.335+00","Mining Ops Admin",
901,JYZZEAABCJEBB0G2W,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
902,JYZZEAABCJEBB0G2W,latest_status,"","Antminer For Repair + 3 Bad Boards","2026-08-14 03:37:15.335+00","Mining Ops Admin",
903,JYZZEABBCJFBH0823,location,"",10.12.11,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
904,JYZZEABBCJFBH0823,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
905,JYZZEABBCJEBB0G72,location,"",18.3.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
906,JYZZEABBCJEBB0G72,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
907,AMD61LC000N73KC0A21QE0101,location,"",15.12.1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
908,AMD61LC000N73KC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
909,AME31LC000P23NC0A26QG1801,location,"",29.5.5,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
910,AME31LC000P23NC0A26QG1801,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
911,AME31LC000P2Y1C0A26QG1901,location,"",20.12.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
912,AME31LC000P2Y1C0A26QG1901,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
913,AME31LC000P4TDC0A26QG2101,location,"",24.12.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
914,AME31LC000P4TDC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
915,AME31LC000P203C0A26QG1801,location,"",2.12.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
916,AME31LC000P203C0A26QG1801,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
917,AME31LC000P6YYC0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
918,AME31LC000P6YYC0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
919,AMD61LC000N7EZC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
920,AMD61LC000N7EZC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
921,AME31LC000P34BC0A26QG1901,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
922,AME31LC000P34BC0A26QG1901,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
923,AME31LC000P33PC0A26QG1901,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
924,AME31LC000P33PC0A26QG1901,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
925,AME31LC000P80AC0A26QG2702,location,"",32.11.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
926,AME31LC000P80AC0A26QG2702,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
927,AME31LC000P6WZC0A26QG2503,location,"",28.1.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
928,AME31LC000P6WZC0A26QG2503,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
929,AMD61LC000N7EUC0A21QE0101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
930,AMD61LC000N7EUC0A21QE0101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
931,AMD61L0000HQPSC2A21SE1702,location,"",27.12.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
932,AMD61L0000HQPSC2A21SE1702,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
933,AME31LC000P6RSC0A26QG2503,location,"",32.5.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
934,AME31LC000P6RSC0A26QG2503,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
935,JYZZEAABCJEBB0AYT,location,"",12.5.3,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
936,JYZZEAABCJEBB0AYT,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
937,AME31LC000P804C0A26QG2702,location,"",1.11.12,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
938,AME31LC000P804C0A26QG2702,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
939,AME31LC000P4MBC0A26QG2101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
940,AME31LC000P4MBC0A26QG2101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
941,AMD61LC000L374C2A21SN2403,location,"",25.7.13,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
942,AMD61LC000L374C2A21SN2403,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
943,AME31LC000P712C0A26QG2503,location,"",21.1.13,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
944,AME31LC000P712C0A26QG2503,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
945,AME31LC000MQX9C0A26QA2904,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
946,AME31LC000MQX9C0A26QA2904,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
947,AME31LC000P21PC0A26QG1801,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
948,AME31LC000P21PC0A26QG1801,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
949,AME31LC000P4TCC0A26QG2101,location,"",2.12.15,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
950,AME31LC000P4TCC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
951,AME31LC000P1P4C0A26QG1605,location,"",1.11.5,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
952,AME31LC000P1P4C0A26QG1605,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
953,AME31LC000P24SC0A26QG1801,location,"",28.1.8,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
954,AME31LC000P24SC0A26QG1801,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
955,AMD61LC000N7C8C0A21QE0101,location,"",1.1.13,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
956,AMD61LC000N7C8C0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
957,AMD61LC000N7FAC0A21QE0101,location,"",1.11.11,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
958,AMD61LC000N7FAC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
959,AMD61LC000N77AC0A21QE0101,location,"",29.5.2,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
960,AMD61LC000N77AC0A21QE0101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
961,AME31LC000P308C0A26QG1901,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
962,AME31LC000P308C0A26QG1901,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
963,AME31LC000MQWCC0A26QA2904,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
964,AME31LC000MQWCC0A26QA2904,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
965,AMD61L0000HQN3C2A21SE1702,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
966,AMD61L0000HQN3C2A21SE1702,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
967,AME31LC000P4LWC0A26QG2101,location,"",30.12.10,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
968,AME31LC000P4LWC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
969,AME31LC000P38SC0A26QG2001,location,"",1.7.6,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
970,AME31LC000P38SC0A26QG2001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
971,AME31LC000P22PC0A26QG1801,location,"",19.12.16,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
972,AME31LC000P22PC0A26QG1801,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
973,AMD61LC000N9RWC0A21QE0102,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
974,AMD61LC000N9RWC0A21QE0102,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
975,AME31LC000P1PFC0A26QG1605,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
976,AME31LC000P1PFC0A26QG1605,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
977,AME31LC000P3CNC0A26QG2001,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
978,AME31LC000P3CNC0A26QG2001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
979,AME31LC000P20DC0A26QG1801,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
980,AME31LC000P20DC0A26QG1801,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
981,AME31LC000P3B6C0A26QG2001,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
982,AME31LC000P3B6C0A26QG2001,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
983,AME31LC000P73GC0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
984,AME31LC000P73GC0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
985,AME31LC000P743C0A26QG2503,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
986,AME31LC000P743C0A26QG2503,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
987,AME31LC000P7Y4C0A26QG2702,location,"",16.12.3,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
988,AME31LC000P7Y4C0A26QG2702,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
989,AME31LC000P4JCC0A26QG2101,location,"",WH1,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
990,AME31LC000P4JCC0A26QG2101,latest_status,"","Ava - For Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
991,AME31LC000P1PBC0A26QG1605,location,"",29.11.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
992,AME31LC000P1PBC0A26QG1605,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
993,AME31LC000P3GPC0A26QG2001,location,"",15.11.14,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
994,AME31LC000P3GPC0A26QG2001,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
995,AME31LC000P4KDC0A26QG2101,location,"",28.2.4,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
996,AME31LC000P4KDC0A26QG2101,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
997,PIEMFECBDJDAE038P,location,"","BM Repair Hub","2026-08-14 03:37:15.335+00","Mining Ops Admin",
998,PIEMFECBDJDAE038P,latest_status,"","Faulty + Repair","2026-08-14 03:37:15.335+00","Mining Ops Admin",
999,DGAHGBBBEJDAG02LY,location,"",103.13.4,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
1000,DGAHGBBBEJDAG02LY,latest_status,"",Mining,"2026-08-14 03:37:15.335+00","Mining Ops Admin",
